,table,field,field_after_change,is_closed
418,bdg_ActionTypeFactors,NotInvolveInCalculateRemaining,Not Involve In Calculate Remaining,0
419,bdg_ActionTypes,ActionTemplate,Action Template,0
420,bdg_ActionTypes,GeneralActionType,General Action Type,0
421,bdg_ActionTypes,ActionTypeSoftware,Action Type Software,0
422,bdg_ActionTypes,WorkflowUseCaseGuid,Workflow Use Case Guid,0
423,bdg_ActionTypes,WorkflowPageInfoGuid,Workflow Page Info Guid,0
424,bdg_ActionTypes,ShowBudgetRequest,Show Budget Request,0
425,bdg_ActionTypes,RequiredTitleAndDescriptions,Required Title And Descriptions,0
426,bdg_ActionTypes,DefaultPaymentTypeGuid,Default Payment Type Guid,0
427,bdg_ActionTypes,ActionTypeGroupGuid,Action Type Group Guid,0
428,bdg_ActionTypeStates,OldActionTypeGuid,Old Action Type Guid,0
429,bdg_ActionTypeStates,IncludeCalculation,Include Calculation,0
430,bdg_ActionTypeStates,AutoPaymentState,Auto Payment State,0
431,bdg_ActionTypeStates,VoucherIssuing,Voucher Issuing,0
432,bdg_ActionTypeStates,NotCloseActionWhenSaving,Not Close Action When Saving,0
433,bdg_RevenueTemplates,ModifierUserID,Modifier User ID,1
434,bdg_RevenueTemplates,ModifyDateTime,Modify Date Time,0
435,bdg_Factors,IncomeCode,Income Code,0
436,bdg_FactorTypes,ControlAccess,Control Access,0
437,bdg_FactorTypes,MinimumSearchCharacters,Minimum Search Characters,0
438,bdg_FactorTypes,ControlValidityRangeOfFactors,Control Validity Range Of Factors,0
439,bdg_FactorTypes,LatinTitle,Latin Title,0
440,bdg_FactorTypes,IncomeCodeLength,Income Code Length,0
441,bdg_RevenueTemplateSegments,TemplateGuid,Template Guid,0
442,bdg_RevenueTemplateSegments,RevenueTemplateSegmentType,Revenue Template Segment Type,0
443,bdg_RevenueTemplateSegments,Offset,Offset,0
444,bdg_RevenueTemplateSegments,Length,Length,0
445,bdg_RevenueTemplateSegments,FixedValue,Fixed Value,0
446,bdg_AgentsGroupedActions,RegistrarUserGuid,Registrar User Guid,0
447,bdg_AgentsGroupedActions,DepartmentGuid,Department Guid,0
448,bdg_AgentsGroupedActions,BatchGuid,Batch Guid,0
449,bdg_RevenueCodes,RowVersion,Row Version,0
450,bdg_SchemaActions,GroupedActionTypeGuid,Grouped Action Type Guid,0
451,bdg_ActionDetailFactors,ActionDetailID,Action Detail ID,1
452,bdg_ActionDetailFactors,FactorHierarchyID,Factor Hierarchy ID,1
453,bdg_VoucherArticleTemplateOverrideStructure,OverrideType,Override Type,0
454,bdg_VoucherArticleTemplateOverrideStructure,OverrideTypeGuid,Override Type Guid,0
455,bdg_RevenueCodeSegments,RevenueCodeGuid,Revenue Code Guid,0
456,bdg_RevenueCodeSegments,RevenueTemplateSegmentGuid,Revenue Template Segment Guid,0
457,bdg_RevenueCodeSegments,CompositeSegmentValue,Composite Segment Value,0
458,bdg_RevenueEntries,EntryType,Entry Type,0
459,bdg_RevenueEntries,UploaderUserID,Uploader User ID,1
460,bdg_RevenueEntries,UploadDateTime,Upload Date Time,0
461,bdg_RevenueEntries,ExtractionState,Extraction State,0
462,bdg_RevenueEntries,ExtractionProgressPercent,Extraction Progress Percent,0
463,bdg_RevenueEntries,ExtractorUserID,Extractor User ID,1
464,bdg_RevenueEntries,ExtractionDateTime,Extraction Date Time,0
465,bdg_RevenueEntries,ExtractionTemplateGuid,Extraction Template Guid,0
466,bdg_RevenueEntries,ExtractionErrorMessages,Extraction Error Messages,0
467,bdg_RevenueEntries,ExtractionAssociatedActionGuid,Extraction Associated Action Guid,0
468,bdg_RevenueEntryDetails,RevenueEntryID,Revenue Entry ID,1
469,bdg_RevenueEntryDetails,TransactionDateTime,Transaction Date Time,0
470,bdg_ActionWorkItems,VoucherGenerated,Voucher Generated,0
471,bdg_Activities,QuantityIndexId,Quantity Index Id,0
472,bdg_Activities,OldId,Old Id,0
473,bdg_RevenueDetails,TransactionType,Transaction Type,0
474,bdg_AgreementActivities,AgreementId,Agreement Id,0
475,bdg_AgreementActivities,ActivityId,Activity Id,0
476,bdg_AgreementActivities,UnitPrice,Unit Price,0
477,bdg_AgreementActivities,Quantity,Quantity,0
478,bdg_AgreementActivities,InevitableExpenses,Inevitable Expenses,0
479,bdg_AgreementActivities,OtherExpenses,Other Expenses,0
480,bdg_AgreementActivityExpenses,ExpenseId,Expense Id,0
481,bdg_RevenueDetailFactors,RevenueDetailID,Revenue Detail ID,1
482,bdg_RevenueDetailFactors,FactorHeirarchyID,Factor Heirarchy ID,1
483,bdg_AgreementActivityFunds,FundId,Fund Id,0
484,bdg_AgreementFundExpenses,PreviousPeriods,Previous Periods,0
485,bdg_AgreementFundExpenses,LastPeriod,Last Period,0
486,bdg_AgreementFundExpenses,Year1,Year,0
487,bdg_AgreementFundExpenses,NextPeriodEstimation,Next Period Estimation,0
488,bdg_AgreementPlansExtra,PlansExtraId,Plans Extra Id,0
489,bdg_VoucherTemplates,ReferenceEntityGuid,Reference Entity Guid,0
490,bdg_VoucherTemplates,GroupingFieldName,Grouping Field Name,0
491,bdg_VoucherTemplates,GroupingIdenticalArticle,Grouping Identical Article,0
492,bdg_VoucherTemplates,DontBarter,Dont Barter,0
493,bdg_AgreementProjectFunds,ProjectId,Project Id,0
494,bdg_Agreements,AgreementNo,Agreement No,0
495,bdg_Agreements,OriginalAgreementId,Original Agreement Id,0
496,bdg_Agreements,IsCurrentActiveAgreement,Is Current Active Agreement,0
497,bdg_VoucherArticleTemplates,AccountCodePatternGuid,Account Code Pattern Guid,0
498,bdg_VoucherArticleTemplates,ArticleNature,Article Nature,0
499,bdg_VoucherArticleTemplates,AmountFieldName,Amount Field Name,0
500,bdg_VoucherArticleTemplates,OverridenFieldName,Overriden Field Name,0
501,bdg_VoucherArticleTemplates,ArticleType,Article Type,0
502,bdg_VoucherArticleTemplates,Editable,Editable,0
503,bdg_AllocationActivities,AllocationId,Allocation Id,0
504,bdg_VoucherArticleTemplateOverrideValueDetails,TargetEntityGuid,Target Entity Guid,0
505,bdg_VoucherArticleTemplateOverrideValueDetails,VoucherArticleTemplateOverrideGuid,Voucher Article Template Override Guid,0
506,bdg_ActionTypeStatesActionTypes,Loadable,Loadable,0
507,bdg_VoucherArticleTemplateOverrides,VoucherArticleTemplateGuid,Voucher Article Template Guid,0
508,bdg_BudgetRequestTypeParameters,BudgetRequestTypeGuid,Budget Request Type Guid,0
509,bdg_NewBudgetsPrintTemplates,PrintTemplateType,Print Template Type,0
510,bdg_Allocations,SubjectType,Subject Type,0
511,bdg_CommuniqueDetails,CommuniqueId,Communique Id,0
512,bdg_CommuniqueDetails,ExpenseType,Expense Type,0
513,com_ReportTemplates_BeforeInsertedBudgetPrintTemplate,ReportGuid,Report Guid,0
514,com_ReportTemplates_BeforeInsertedBudgetPrintTemplate,TemplateFile,Template File,0
515,com_ReportTemplates_BeforeInsertedBudgetPrintTemplate,TemplateFile_filename,Template Filefilename,0
516,bdg_RevisionsDetails,RevisionsBudgetsPaymentActionGuid,Revisions Budgets Payment Action Guid,0
517,bdg_RevisionsDetails,BudgetsPaymentActionDetailGuid,Budgets Payment Action Detail Guid,0
518,bdg_CommuniqueItemExpenses,CommuniqueItemID,Communique Item ID,1
519,bdg_FactorTypeDataModelFieldGroups,FactorDataModelFieldGroupGuid,Factor Data Model Field Group Guid,0
520,bdg_PrintTemplates_BeforeInsertedNewTemplate,ReportTemplateType,Report Template Type,0
521,bdg_PrintTemplates_BeforeInsertedNewTemplate,EffectiveRow,Effective Row,0
522,bdg_PrintTemplates_BeforeInsertedNewTemplate,ReportingProvider,Reporting Provider,0
523,bdg_CommuniqueItems,OrganizationCode,Organization Code,0
524,bdg_CommuniqueItems,ParentID,Parent ID,1
525,bdg_CommuniqueItems,ActivitiesUsed,Activities Used,0
526,bdg_CommuniqueItems,CommuniqueOrganization,Communique Organization,0
527,bdg_FixedReportsParameters,FaKey,Fa Key,0
528,bdg_CommuniqueReceipts,ItemId,Item Id,0
529,bdg_Communiques,ActivityID,Activity ID,1
530,bdg_PaymentTypes,Nature,Nature,0
531,bdg_PaymentTypes,ExcludeFromCalculationInPendingActions,Exclude From Calculation In Pending Actions,0
532,bdg_SettlementDetails,BudgetsPaymentActionGuid,Budgets Payment Action Guid,0
533,bdg_SettlementDetails,CreditReturnActionDetailGuid,Credit Return Action Detail Guid,0
534,__RefactorLog,OperationKey,Operation Key,0
535,bdg_CreditSupplyDetails,CreditSupplyID,Credit Supply ID,1
536,bdg_CreditSupplyDetails,DepartmentID,Department ID,1
537,bdg_CreditSupplyDetails,PaymentReferenceID,Payment Reference ID,1
538,bdg_CreditSupplyDetails,PaymentSubjectID,Payment Subject ID,1
539,bdg_CreditSupplyDetails,ProjectID,Project ID,1
540,bdg_CreditSupplyDetails,FundID,Fund ID,1
541,bdg_CreditSupplyDetails,ExtraComment,Extra Comment,0
542,bdg_CreditSupplyDetails,ExpenseCode,Expense Code,0
543,bdg_CreditSupplyDetails,ActivityCode,Activity Code,0
544,bdg_CreditSupplyDetails,CapitalPlanId,Capital Plan Id,0
545,bdg_CreditSupplyDetails,CapitalLevel,Capital Level,0
546,bdg_CreditSupplyDetails,OrganizationUnitID,Organization Unit ID,1
547,bdg_CreditSupplyDetails,IsExcluded,Is Excluded,0
548,bdg_CreditSupplyStatusChangeInfo,StaffID,Staff ID,1
549,bdg_RelatedActions,GUID,GD,1
550,bdg_RelatedActions,SourceActionGuid,Source Action Guid,0
551,bdg_RelatedActions,RelatedActionGuid,Related Action Guid,0
552,bdg_RelatedActions,RelationType,Relation Type,0
553,bdg_DevelopmentSchemes,StartYear,Start Year,0
554,bdg_DevelopmentSchemes,EndYear,End Year,0
555,bdg_DevelopmentSchemes,Duration,Duration,0
556,bdg_DynamicReports,DynamicReportGroupGuid,Dynamic Report Group Guid,0
557,bdg_DynamicReports,ShowFactorsWithoutWorkflow,Show Factors Without Workflow,0
558,bdg_DynamicReports,ShowInCreditControl,Show In Credit Control,0
559,bdg_DynamicReports,OutputType,Output Type,0
560,bdg_Expenses,Inevitable,Inevitable,0
561,bdg_FactorActionDependencies,PrerequisitActionAmount,Prerequisit Action Amount,0
562,bdg_FinancialVoucherArticleDebtorDescriptionHolders,LogiclaDatabaseGuid,Logicla Database Guid,0
563,bdg_FinancialVoucherArticleDebtorDescriptionHolders,DebtorDescription,Debtor Description,0
564,bdg_AgentsSettingCriteria,AgentsCreditReceptionActionTypeGuid,Agents Credit Reception Action Type Guid,0
565,bdg_RelatedActionDetails,RelatedActionDetailGuid,Related Action Detail Guid,0
566,bdg_FinancialVoucherArticleNatureHolders,PaymentNatureGuid,Payment Nature Guid,0
567,bdg_DynamicReportColumnsSchemas,ExpandOnPaymentTypes,Expand On Payment Types,0
568,bdg_FiscalYearSettingDetails,UnitSection,Unit Section,0
569,bdg_FiscalYearSettings,CheckLegalValidations,Check Legal Validations,0
570,bdg_FiscalYearSettings,UnitsAgreementExpenseLevel,Units Agreement Expense Level,0
571,bdg_FiscalYearSettings,UnitsAgreementActivityLevel,Units Agreement Activity Level,0
572,bdg_FiscalYearSettings,UnitsAllocationExpenseLevel,Units Allocation Expense Level,0
573,bdg_FiscalYearSettings,UnitsAllocationActivityLevel,Units Allocation Activity Level,0
574,bdg_DynamicReportRowsSchemas,RowTypeValue,Row Type Value,0
575,bdg_DynamicReportRowsSchemas,RowType,Row Type,0
576,bdg_RevenueMigrationTemplateFactorTypes,FromDigit,From Digit,0
577,bdg_RevenueMigrationTemplateFactorTypes,ToDigit,To Digit,0
578,bdg_GatewayItemMappers,GatewayItemReferenceGuid,Gateway Item Reference Guid,0
579,bdg_GatewayItemMappers,RecordGuid,Record Guid,0
580,bdg_GatewayItemMappers,GatewayItemType,Gateway Item Type,0
581,bdg_GatewayItemsReferences,ObjectGuid,Object Guid,0
582,bdg_GatewayItemsReferences,LastStatus,Last Status,0
583,bdg_Operations,Progress,Progress,0
584,bdg_Operations,MeasuringUnitId,Measuring Unit Id,0
585,bdg_EventLog,ReferenceType,Reference Type,0
586,bdg_EventLog,ExtraDescription,Extra Description,0
587,bdg_OrganizationUnits,Percentage,Percentage,0
588,bdg_PaymentDetails,PaymentId,Payment Id,0
589,bdg_PaymentDetails,PaymentTypeId,Payment Type Id,0
590,bdg_PaymentDetails,PaymentNatureId,Payment Nature Id,0
591,bdg_PaymentDetails,RowIndex,Row Index,0
592,bdg_PaymentDetails,ParentCreditSupplyDetailID,Parent Credit Supply Detail ID,1
593,bdg_PaymentDetails,ConnectiveNo,Connective No,0
594,____UpdateHistory,IsDefaultValue,Is Default Value,0
595,____UpdateHistory,IsLastRecord,Is Last Record,0
596,bpm_WorkflowExtraInfos,WorkflowInstanceGuid,Workflow Instance Guid,0
597,bpm_WorkflowExtraInfos,Terminated,Terminated,0
598,bpm_WorkflowExtraInfos,TerminationDate,Termination Date,0
599,bpm_WorkflowExtraInfos,Terminatable,Terminatable,0
600,bpm_WorkflowExtraInfos,Viewed,Viewed,0
601,bpm_WorkflowExtraInfos,ViewDate,View Date,0
602,bpm_WorkflowExtraInfos,Forwarded,Forwarded,0
603,bpm_WorkflowExtraInfos,ForwardDate,Forward Date,0
604,bpm_WorkflowExtraInfos,SenderTitle,Sender Title,0
605,bpm_WorkflowExtraInfos,SenderGuid,Sender Guid,0
606,bpm_WorkflowExtraInfos,ToReceiverList,To Receiver List,0
607,bpm_WorkflowExtraInfos,CcReceiverList,Cc Receiver List,0
608,bpm_WorkflowExtraInfos,OwnerTitle,Owner Title,0
609,bpm_WorkflowExtraInfos,OwnerGuid,Owner Guid,0
610,bpm_WorkflowExtraInfos,OwningType,Owning Type,0
611,bpm_WorkflowExtraInfos,PriorityGuid,Priority Guid,0
612,bpm_WorkflowExtraInfos,PriorityTitle,Priority Title,0
613,bpm_WorkflowExtraInfos,StateGuid,State Guid,0
614,bpm_WorkflowExtraInfos,OwnerComment,Owner Comment,0
615,bpm_WorkflowExtraInfos,WorkflowInstanceStatus,Workflow Instance Status,0
616,bpm_WorkflowExtraInfos,WorkflowInstanceOwnerGuid,Workflow Instance Owner Guid,0
617,wlf_inn_BankAccountOwners,BankAccountGuid,Bank Account Guid,0
618,wlf_inn_BankAccountOwners,PersonGuid,Person Guid,0
619,wlf_lon_ReferralLetterRequests_SignLog,RequestGuid,Request Guid,0
620,wlf_lon_ReferralLetterRequests_SignLog,SignDate,Sign Date,0
621,wlf_lon_ReferralLetterRequests_SignLog,SignNo,Sign No,0
622,wlf_inn_Announcements_OLD,Number,Number,0
623,wlf_inn_Announcements_OLD,PublishDate,Publish Date,0
624,wlf_inn_Announcements_OLD,Published,Published,0
625,wlf_Bookmarks,RepeatCount,Repeat Count,0
626,wlf_Bookmarks,FixedTitle,Fixed Title,0
627,wlf_Bookmarks,FixedRepeatCount,Fixed Repeat Count,0
628,wlf_Bookmarks,ModuleType,Module Type,0
629,wlf_Bookmarks,BookmarkType,Bookmark Type,0
630,wlf_inn_AnnouncementIntervals_OLD,AnnouncementGuid,Announcement Guid,0
631,wlf_inn_AnnouncementIntervals_OLD,EndDate,End Date,0
632,wlf_inn_AnnouncementIntervals_OLD,RequestStartDate,Request Start Date,0
633,wlf_inn_AnnouncementIntervals_OLD,RequestEndDate,Request End Date,0
634,wlf_inn_AnnouncementIntervals_OLD,IntervalType,Interval Type,0
635,wlf_inn_AnnouncementIntervals_OLD,InnGuid,Inn Guid,0
636,wlf_hea_InsuranceObligationAmountConditionCalcs,InsuranceObligationAmountConditionGuid,Insurance Obligation Amount Condition Guid,0
637,wlf_hea_InsuranceObligationAmountConditions,InsuranceObligationGuid,Insurance Obligation Guid,0
638,wlf_lon_SystemExtendedFieldDefaults,SystemExtendedFieldID,System Extended Field ID,1
639,wlf_AssociationOperationalUnits,FirstLevelAssociationGuid,First Level Association Guid,0
640,wlf_AssociationOperationalUnits,SecondLevelAssociationGuid,Second Level Association Guid,0
641,wlf_PrintTemplateType,TemplateFileType,Template File Type,0
642,wlf_lon_SubsidiesRequests,InstallmentAmount,Installment Amount,0
643,wlf_lon_SubsidiesRequests,NumberOfInstallments,Number Of Installments,0
644,wlf_lon_SubsidiesRequests,InterestPercentage,Interest Percentage,0
645,wlf_lon_SubsidiesRequests,ManuallyEdit,Manually Edit,0
646,wlf_FiledNameMappings,FieldNature,Field Nature,0
647,wlf_TemplateDetailFields,TableBookmarkFieldID,Table Bookmark Field ID,1
648,wlf_TemplateDetailFields,TemplateFileGuid,Template File Guid,0
649,wlf_lon_SubmittedDocuments,LoanGuid,Loan Guid,0
650,wlf_lon_SubmittedDocuments,DocumentGuid,Document Guid,0
651,wlf_lon_SubmittedDocuments,DocumentNumber,Document Number,0
652,wlf_lon_SettlementRequests,RequestNo,Request No,0
653,wlf_lon_SettlementRequests,RequestStatus,Request Status,0
654,wlf_lon_SettlementRequests,Reason,Reason,0
655,wlf_lon_SettlementRequests,RegistrarUserID,Registrar User ID,1
656,wlf_fac_Facilities,PaymentDate,Payment Date,0
657,wlf_fac_Facilities,SalaryDeductionCertDate,Salary Deduction Cert Date,0
658,wlf_fac_Facilities,SalaryDeductionSerial,Salary Deduction Serial,0
659,wlf_fac_Facilities,BranchGuid,Branch Guid,0
660,wlf_fac_Facilities,PaymentStatus,Payment Status,0
661,wlf_fac_Facilities,PaymentYear,Payment Year,0
662,wlf_fac_Facilities,PaymentWorkingPeriodID,Payment Working Period ID,1
663,wlf_fac_Facilities,ModifierStaffID,Modifier Staff ID,1
664,wlf_fac_Facilities,LastModificationDate,Last Modification Date,0
665,wlf_fac_Facilities,ItemGroupGuid,Item Group Guid,0
666,wlf_lon_SettlementInfo,SettlementAmount,Settlement Amount,0
667,wlf_lon_SettlementInfo,PaymentReceiptNo,Payment Receipt No,0
668,wlf_lon_SettlementInfo,PaymentReceiptDate,Payment Receipt Date,0
669,wlf_lon_SettlementInfo,SettlementChequeNo,Settlement Cheque No,0
670,wlf_lon_SettlementInfo,SettlementChequeDate,Settlement Cheque Date,0
671,wlf_lon_SettlementInfo,SettlementDate,Settlement Date,0
672,wlf_fac_FacilityGeneralMethodCalcs,MethodGuid,Method Guid,0
673,wlf_lon_SettlementAppliedItems,LoanTypeRequestTypeItemConditionGuid,Loan Type Request Type Item Condition Guid,0
674,wlf_fac_FacilityGeneralMethods,FacilityTypeGuid,Facility Type Guid,0
675,wlf_lon_Requests,LoanTypeRequestTypeGuid,Loan Type Request Type Guid,0
676,wlf_lon_Requests,HasPrintableFile,Has Printable File,0
677,wlf_lon_Requests,CorrectionGuid,Correction Guid,0
678,wlf_lon_Requests,ManualCalculation,Manual Calculation,0
679,wlf_lon_Requests,HasLoanFile,Has Loan File,0
680,wlf_lon_Requests,IsSuspended,Is Suspended,0
681,wlf_lon_Requests,HasLoanAppliedItemsCalculation,Has Loan Applied Items Calculation,0
682,wlf_lon_Requests,AccountNumber,Account Number,0
683,wlf_lon_Requests,IBAN,IN,0
684,wlf_lon_Requests,IsDoneInstallmentGeneralOperation,Is Done Installment General Operation,0
685,wlf_fac_FacilityTypes,MaximumAllowedUsage,Maximum Allowed Usage,0
686,wlf_fac_FacilityTypes,MinimumAllowedInterval,Minimum Allowed Interval,0
687,wlf_fac_FacilityTypes,HierarchyTitle,Hierarchy Title,0
688,wlf_fac_FacilityTypes,PaymentWay,Payment Way,0
689,wlf_fac_FacilityTypes,AssignFacilityItemsGroupGuid,Assign Facility Items Group Guid,0
690,wlf_lon_RequestExtendedFieldValues,ExtendedFieldGuid,Extended Field Guid,0
691,wlf_lon_RequestExtendedFieldValues,RegisterationDate,Registeration Date,0
692,wlf_fac_Requests,SignedUsersCount,Signed Users Count,0
693,wlf_fac_Requests,HasFile,Has File,0
694,wlf_fac_Requests,DependantID,Dependant ID,1
695,wlf_lon_RequestExtendedFieldValueHistories,ModificationDate,Modification Date,0
696,wlf_lon_RequestExtendedFieldValueHistories,ModificationUserID,Modification User ID,1
697,wlf_fac_SubmittedDocuments,FacilityGuid,Facility Guid,0
698,wlf_lon_ParameterValues,LoanTypeRequestTypeExtendedFieldConditionExtendedFieldGuid,Loan Type Request Type Extended Field Condition Extended Field Guid,0
699,wlf_TemplateFiles,ReferenceModule,Reference Module,0
700,wlf_lon_LoanTypes,ExcludePaymentPeriodGuid,Exclude Payment Period Guid,0
701,wlf_lon_LoanTypes,DeductFromRemainingInstallmentsType,Deduct From Remaining Installments Type,0
702,wlf_lon_LoanTypes,RearrangeDueDate,Rearrange Due Date,0
703,wlf_lon_LoanTypes,ShowInBureauSendRequest,Show In Bureau Send Request,0
704,wlf_lon_LoanTypes,GivingTypeGuid,Giving Type Guid,0
705,wlf_lon_LoanTypes,SendInstallmentDetailsToPayroll,Send Installment Details To Payroll,0
706,wlf_hea_Factors,RealResponsible,Real Responsible,0
707,wlf_hea_Factors,VirtualResponsible,Virtual Responsible,0
708,wlf_hea_Factors,PeriodicCalculation,Periodic Calculation,0
709,wlf_lon_LoanTypeRequestTypes,RequestType,Request Type,0
710,wlf_lon_LoanTypeRequestTypes,LoanTypeGuid,Loan Type Guid,0
711,wlf_hea_HealthInsuranceFileRequestDetails,HealthInsuranceFileGuid,Health Insurance File Guid,0
712,wlf_hea_HealthInsuranceFileRequestDetails,InsuranceRequestGuid,Insurance Request Guid,0
713,wlf_hea_HealthInsuranceFileRequestDetails,AppliedDate,Applied Date,0
714,wlf_lon_LoanTypeRequestTypeItemConditions,LastModifyDate,Last Modify Date,0
715,wlf_lon_LoanTypeRequestTypeItemConditionCalcs,Disabled,Disabled,0
716,wlf_fac_SubmittedItems,Count,Count,0
717,wlf_hea_HospitalDetails,HospitalGuid,Hospital Guid,0
718,wlf_hea_HospitalDetails,ProficiencyGuid,Proficiency Guid,0
719,wlf_hea_Hospitals,ContactID,Contact ID,1
720,wlf_lon_LoanTypeRequestTypeExtendedFieldConditionExtendedFields,LoanTypeRequestTypeExtendedFieldConditionGuid,Loan Type Request Type Extended Field Condition Guid,0
721,wlf_EventLogs,EntityCode,Entity Code,0
722,wlf_EventLogs,ActionType,Action Type,0
